Entity	Type	Type_id
russian	NORP	381
murmansk	PERSON	380
russian	NORP	381
murmansk	PERSON	380
russian	NORP	381
murmansk	PERSON	380
putin	PERSON	380
nikolai starikov	PERSON	380
prague migrat	PERSON	380
putin	PERSON	380
nikolai starikov	PERSON	380
prague migrat	PERSON	380
russia	GPE	384
embassy threate	PERSON	380
embassy threate	PERSON	380
ukrainian	NORP	381
china	GPE	384
dutch	NORP	381
[wolfgang herles head	PERSON	380
zdf german	PERSON	380
turkish	NORP	381
germany	GPE	384
syria	GPE	384
ukrainian	NORP	381
syria	GPE	384
uk	GPE	384
ukrainian	NORP	381
hillary clinton	PERSON	380
hillary cl	PERSON	380
hillary clinton	PERSON	380
hillary cl	PERSON	380
mustafa	ORG	383
petro poroshenko	PERSON	380
bbc	ORG	383
putin	PERSON	380
american	NORP	381
ukraine	PERSON	380
uk	GPE	384
hillary clinton	PERSON	380
hillary cl	PERSON	380
europe	LOC	385
west necessary	LOC	385
russians	NORP	381
ukrainian	NORP	381
petro	PERSON	380
west blamed	GPE	384
ukraine	GPE	384
west blamed	GPE	384
west blamed	GPE	384
ukraine	GPE	384
west blamed	GPE	384
west blamed	GPE	384
ukraine	GPE	384
west blamed	GPE	384
west blamed	GPE	384
ukraine	GPE	384
west blamed	GPE	384
german	NORP	381
zaporizhzhia city council	ORG	383
western	NORP	381
russia	GPE	384
german	NORP	381
rape yearold ger	PERSON	380
turkey	GPE	384
turkey	GPE	384
turkey	GPE	384
turkey	GPE	384
il	GPE	384
ukrainian	NORP	381
petro	PERSON	380
ukrainian	NORP	381
petro	PERSON	380
euromaidan eu	PERSON	380
czech tv	ORG	383
lying news czech tv	ORG	383
czech tv	ORG	383
lying news czech tv	ORG	383
czech	NORP	381
ukraine   	PERSON	380
west attempts	LOC	385
russian	NORP	381
russian	NORP	381
ukrainian	NORP	381
russia	GPE	384
ukrainian	NORP	381
ukrainian	NORP	381
ukrainian	NORP	381
ukrainian	NORP	381
nato	ORG	383
nato	ORG	383
eu	ORG	383
czech	NORP	381
nwo e czech	PERSON	380
americans	NORP	381
russia	GPE	384
london	GPE	384
london	GPE	384
year	DATE	391
russian	NORP	381
kidnappe	PERSON	380
american	NORP	381
congress	ORG	383
european	NORP	381
march	DATE	391
european	NORP	381
march	DATE	391
russia	GPE	384
hillary	PERSON	380
russia	GPE	384
hillary	PERSON	380
great britain threatens islamic state	ORG	383
great britain threatens islamic state	ORG	383
great britain threatens islamic state nu	ORG	383
russian	NORP	381
george soros	PERSON	380
russia	GPE	384
europe	LOC	385
moscow	GPE	384
moscow	GPE	384
russia	GPE	384
hillary	PERSON	380
russians	NORP	381
litvinenko russians kille	PERSON	380
poland	GPE	384
american	NORP	381
congress	ORG	383
george soros	PERSON	380
europe	LOC	385
american congress	ORG	383
germany	GPE	384
ge	ORG	383
eu	ORG	383
ideas richard	PERSON	380
european	NORP	381
uk	ORG	383
turkey	GPE	384
weeks	DATE	391
turkey	GPE	384
syria	GPE	384
russia	GPE	384
turkey	GPE	384
syria	GPE	384
russia	GPE	384
social movement	ORG	383
poland	GPE	384
poland	GPE	384
poland	GPE	384
poland	GPE	384
czech	NORP	381
unhcr	ORG	383
czech	NORP	381
unhcr	ORG	383
european	NORP	381
march	DATE	391
russian	NORP	381
russian	NORP	381
russian	NORP	381
russian	NORP	381
russia	GPE	384
ukraine	GPE	384
russia	GPE	384
security council	ORG	383
security council	ORG	383
antirussian	NORP	381
propaganda undermine	PERSON	380
armenian	NORP	381
hn virus	PERSON	380
russian	NORP	381
islamic	NORP	381
latvia nato	ORG	383
nato	ORG	383
americans	NORP	381
middle east	LOC	385
western	NORP	381
kremlin	ORG	383
western	NORP	381
kremlin	ORG	383
polish	NORP	381
ukrainian	NORP	381
polish	NORP	381
russian	NORP	381
ottawa university	ORG	383
russian	NORP	381
berlin	GPE	384
nato	ORG	383
democrats	NORP	381
communists	NORP	381
dutch	NORP	381
ukraine	GPE	384
dutch	NORP	381
russian	NORP	381
berlin migrants russi	PERSON	380
russian	NORP	381
berlin migrants russi	PERSON	380
russian	NORP	381
berlin migrants russi	PERSON	380
russian	NORP	381
berlin migrants russi	PERSON	380
russian	NORP	381
berlin migrants russi	PERSON	380
boris nemtsov killer	PERSON	380
ukrainian	NORP	381
russia	GPE	384
alfred kinseys	PERSON	380
alfred kinseys	PERSON	380
alfred kinseys	PERSON	380
alfred kinseys	PERSON	380
european	NORP	381
european	NORP	381
european	NORP	381
vicepresident european commission	ORG	383
nazis russo	PERSON	380
ukraine	GPE	384
ukraine	GPE	384
saudi arabia	GPE	384
iran	GPE	384
european	NORP	381
ru	PERSON	380
ukrainian	NORP	381
march	DATE	391
march	DATE	391
march	DATE	391
fifth	ORDINAL	396
sixth	ORDINAL	396
germany	GPE	384
ukraine	GPE	384
ukraine	GPE	384
ukraine	GPE	384
ukraine	GPE	384
western	NORP	381
sweden	GPE	384
sweden	GPE	384
ukraine	GPE	384
pegida	PERSON	380
pegida	PERSON	380
ukrainian	NORP	381
cia	ORG	383
cia	ORG	383
cia	ORG	383
cia	ORG	383
petro poroshenko	PERSON	380
petro poroshenko	PERSON	380
russia	GPE	384
petro proshenko	PERSON	380
petro proshenko	PERSON	380
petro proshenko	PERSON	380
petro proshenko	PERSON	380
petro proshenko	PERSON	380
petro proshenko	PERSON	380
petro proshenko	PERSON	380
europe	LOC	385
sweden	GPE	384
russian	NORP	381
sweden	GPE	384
russian	NORP	381
sweden	GPE	384
russian	NORP	381
sweden	GPE	384
russian	NORP	381
sweden	GPE	384
russian	NORP	381
sweden	GPE	384
russian	NORP	381
pegida	PERSON	380
eve	PERSON	380
syrian arab army	ORG	383
year	DATE	391
united kingdom	GPE	384
israel	GPE	384
ukrainian	NORP	381
ukrainian	NORP	381
proofs nazism	PERSON	380
ukraine	GPE	384
russian	NORP	381
russian	NORP	381
russian	NORP	381
russian	NORP	381
american	NORP	381
ukrainian	NORP	381
finnish	NORP	381
west	LOC	385
russian	LANGUAGE	389
bulgarian	NORP	381
boiko b	PERSON	380
bulgarian	NORP	381
boiko b	PERSON	380
german	NORP	381
czech	NORP	381
german	NORP	381
czech	NORP	381
russian	NORP	381
european	NORP	381
usa	ORG	383
russian security council	ORG	383
russian security council	ORG	383
russian security council	ORG	383
russian	NORP	381
russian	NORP	381
czech	NORP	381
czech	NORP	381
czech	NORP	381
czech	NORP	381
czech	NORP	381
nato	ORG	383
europe	LOC	385
nato	ORG	383
europe	LOC	385
ukrainian	NORP	381
ukrainian	NORP	381
ukrainian	NORP	381
europe european	NORP	381
german	NORP	381
ramp	PERSON	380
czech	NORP	381
european	NORP	381
russia	GPE	384
junta oleksandr turchynov	PERSON	380
eu	ORG	383
eu	ORG	383
western	NORP	381
eu	ORG	383
nato	ORG	383
libya	GPE	384
nato	ORG	383
libya	GPE	384
nato	ORG	383
libya	GPE	384
russian	NORP	381
turkey	GPE	384
batt	PERSON	380
edward snowden	PERSON	380
osama bin laden ali	PERSON	380
edward snowden	PERSON	380
osama bin laden ali	PERSON	380
nato	ORG	383
europe	LOC	385
russian	NORP	381
europeans	NORP	381
russian	NORP	381
europeans	NORP	381
russian	NORP	381
europeans	NORP	381
russian	NORP	381
europeans	NORP	381
russian	NORP	381
europeans	NORP	381
ukrainian	NORP	381
diaspora	PERSON	380
ukrainian	NORP	381
diaspora	PERSON	380
ukrainian	NORP	381
diaspora	PERSON	380
ukrainian	NORP	381
diaspora	PERSON	380
ukraine	GPE	384
lnr water supply ukraine cu	ORG	383
deutsche welle	ORG	383
bulgarian	NORP	381
boiko b	PERSON	380
islam	ORG	383
islam	ORG	383
west blame	GPE	384
syria west	GPE	384
west blame	GPE	384
syria	GPE	384
eu	ORG	383
czech	NORP	381
french	NORP	381
putin	PERSON	380
turkish	NORP	381
russia	GPE	384
ukrainian	NORP	381
european	NORP	381
ukrainian	NORP	381
european	NORP	381
syria	GPE	384
joe biden	PERSON	380
russian security council	ORG	383
nikola	NORP	381
european	NORP	381
european	NORP	381
european	NORP	381
turkey	GPE	384
batt	PERSON	380
bbc ukrainian	ORG	383
petro poroshenko	PERSON	380
ukrainian	NORP	381
polish	NORP	381
ukrainian	NORP	381
polish	NORP	381
ukrainian orthodox church	ORG	383
europe	LOC	385
antirussian	NORP	381
turkey	GPE	384
batt	PERSON	380
ukrainian	NORP	381
russian	NORP	381
ukrainian	NORP	381
ukrainian	NORP	381
daily	DATE	391
dutch	NORP	381
iraq	GPE	384
iraq	GPE	384
ukrainian	NORP	381
ukrainian	NORP	381
ukrainian	NORP	381
ukraine	GPE	384
weeks	DATE	391
ukraine	GPE	384
weeks	DATE	391
ukraine	GPE	384
weeks	DATE	391
week	DATE	391
week	DATE	391
ukraine un	PERSON	380
turkey	GPE	384
nato	ORG	383
su downi	ORG	383
week	DATE	391
week	DATE	391
ukrainian army	ORG	383
mercena	ORG	383
daily	DATE	391
dutch	NORP	381
germany	GPE	384
germans	NORP	381
ukraine	GPE	384
russia	GPE	384
christian	NORP	381
eu	ORG	383
europe	LOC	385
europe	LOC	385
ed	PERSON	380
americans	NORP	381
macedonia	GPE	384
russia	GPE	384
weeks	DATE	391
russians	NORP	381
ukrainian	NORP	381
russian	NORP	381
russian	NORP	381
russian	NORP	381
russian	NORP	381
american	NORP	381
russia	GPE	384
syrian arab army celebr	ORG	383
russia	GPE	384
syrian arab army celebr	ORG	383
germany	GPE	384
eu	ORG	383
greek	NORP	381
ukrainian	NORP	381
eu	ORG	383
eu	ORG	383
russian	NORP	381
turkish	NORP	381
united states	GPE	384
netherlands	GPE	384
ukraine	GPE	384
nationalist	NORP	381
ukraine	GPE	384
mikhail saakashvili	PERSON	380
mik	PERSON	380
putin	PERSON	380
ukrainian	NORP	381
yevhen konoplia	PERSON	380
nato	ORG	383
week	DATE	391
kiev	PERSON	380
second	ORDINAL	396
russia	GPE	384
maidan	GPE	384
communist party	ORG	383
maidan	GPE	384
communist party	ORG	383
ukraine	GPE	384
dictatorship ukraine fasc	PERSON	380
eu	ORG	383
eu	ORG	383
ukrainian	NORP	381
kiev circumvents minskii agre	PERSON	380
mikhail khodorkovsky ukrainian	PERSON	380
mikhail khodorkovsky ukrainian	PERSON	380
mikhail khodorkovsky ukrainian	PERSON	380
mikhail khodorkovsky ukrainian	PERSON	380
mikhail khodorkovsky ukrainian	PERSON	380
americans	NORP	381
kyiv junta americans s	PERSON	380
ukrainian	NORP	381
national tv radio company	ORG	383
zakarpattia oblast	LOC	385
western	NORP	381
ukraine	GPE	384
ukrainian	NORP	381
eu	ORG	383
outlin	GPE	384
russia	GPE	384
syrian arab army	ORG	383
russia	GPE	384
syrian arab army	ORG	383
kremlin	ORG	383
washington	GPE	384
putin inter	PERSON	380
dutch	NORP	381
mh	PERSON	380
australian	NORP	381
dutch	NORP	381
mh	PERSON	380
australian	NORP	381
dutch	NORP	381
mh	PERSON	380
australian	NORP	381
interior uk	PERSON	380
jews	NORP	381
washington	GPE	384
putin inter	PERSON	380
turkey	GPE	384
iraq	GPE	384
turkey	GPE	384
germans	NORP	381
angela merkel barack	PERSON	380
norway	GPE	384
nato	ORG	383
ukraine	GPE	384
ukraine	GPE	384
abu bakr	PERSON	380
czech	NORP	381
milos zeman	PERSON	380
turkish	NORP	381
ram russian	NORP	381
turkey	GPE	384
saudi arabia	GPE	384
turkey	GPE	384
saudi arabia	GPE	384
americans	NORP	381
week	DATE	391
americans	NORP	381
week	DATE	391
americans	NORP	381
kremlin	ORG	383
eastern ukraine	ORG	383
eu	ORG	383
eu	ORG	383
eu	ORG	383
eu	ORG	383
europeans	NORP	381
christmas concerts chr	PERSON	380
russian	NORP	381
putin	PERSON	380
m	PERSON	380
russian	NORP	381
putin	PERSON	380
iraq	GPE	384
iraq	GPE	384
britain	GPE	384
russia	GPE	384
communist	NORP	381
iraq	GPE	384
iraq	GPE	384
ukraine	GPE	384
vi	PERSON	380
usa tightens rope	ORG	383
russia	GPE	384
turkey	GPE	384
ukrainian	GPE	384
ukrainian	NORP	381
ukrainian	NORP	381
cia	ORG	383
turkey	GPE	384
islam	ORG	383
estonians	NORP	381
western europe	LOC	385
joe biden	PERSON	380
usa   nato	ORG	383
ukraine	GPE	384
billion usd	MONEY	394
ukraine	GPE	384
ukraine	GPE	384
ukraine	GPE	384
ukraine	GPE	384
ukraine	GPE	384
islamic	NORP	381
iraqi	NORP	381
eu	ORG	383
eu	ORG	383
eu	ORG	383
usa	ORG	383
eur	MONEY	394
turkey	GPE	384
iraq	GPE	384
turkey	GPE	384
germans	NORP	381
angela merkel barack	PERSON	380
europe	LOC	385
europe	LOC	385
ukraine	GPE	384
ukraine	GPE	384
ukraine	GPE	384
syrian	NORP	381
syrian	NORP	381
syrian	NORP	381
syrian	NORP	381
syrian	NORP	381
syrian	NORP	381
russian	NORP	381
eu	ORG	383
putin ministry	ORG	383
putin	PERSON	380
ukraine	GPE	384
ukraine	GPE	384
ukraine	GPE	384
ukraine	GPE	384
ukraine	GPE	384
syrian	NORP	381
russia	GPE	384
russia	GPE	384
russia	GPE	384
russia	GPE	384
russia	GPE	384
russia	GPE	384
german	NORP	381
angela merk	PERSON	380
turkey	GPE	384
russian	NORP	381
turkey	GPE	384
russian	NORP	381
russian	NORP	381
russian ministry defence bomber	ORG	383
czech	NORP	381
czech	NORP	381
ukrainian	NORP	381
baltic	NORP	381
poland	GPE	384
nato	ORG	383
poland	GPE	384
nato	ORG	383
russians	NORP	381
saudi arabia	GPE	384
kiev	PERSON	380
joe	PERSON	380
kiev	PERSON	380
joe	PERSON	380
mason	ORG	383
alexander khudilaynen	PERSON	380
american	NORP	381
nato	ORG	383
latvia lithuania	PERSON	380
turkey	GPE	384
turkey	GPE	384
angela merkel	PERSON	380
german	NORP	381
weeks	DATE	391
weeks	DATE	391
czech	NORP	381
turkish	NORP	381
syria	GPE	384
turkish	NORP	381
syria	GPE	384
turkish	NORP	381
syria	GPE	384
finland	GPE	384
russia	GPE	384
turkish	NORP	381
erdogan fam	PERSON	380
week	DATE	391
european	NORP	381
united states	GPE	384
czech	NORP	381
russian	NORP	381
russian	NORP	381
turkey	GPE	384
turkey	GPE	384
turkey	GPE	384
egyptian	NORP	381
slavic	PERSON	380
egyptian	NORP	381
slavic	PERSON	380
russia	GPE	384
turkey	GPE	384
weeks	DATE	391
nato	ORG	383
russia nato	EVENT	387
jewish	NORP	381
west manipulates	NORP	381
russian	NORP	381
moscow	GPE	384
montenegro	GPE	384
milo	PERSON	380
nazism	NORP	381
germany	GPE	384
germany	GPE	384
ukraine	GPE	384
new york times	ORG	383
ukrainian	NORP	381
artille	PERSON	380
russia	GPE	384
washington	GPE	384
putin inter	PERSON	380
paris	GPE	384
charlie hebdo	PERSON	380
paris	GPE	384
eu	ORG	383
canada	GPE	384
eu	ORG	383
canada	GPE	384
russian	NORP	381
jewish	NORP	381
jewish	NORP	381
ded moroz fictitious character similar f	WORK_OF_ART	388
turkey	GPE	384
eu	ORG	383
turkey	GPE	384
eu	ORG	383
turkey	GPE	384
eu	ORG	383
turkey	GPE	384
eu	ORG	383
eu	ORG	383
turkey	GPE	384
nato	ORG	383
lithuanian	NORP	381
polish	NORP	381
american	NORP	381
british	NORP	381
ukraine	GPE	384
ukraine	GPE	384
nato	ORG	383
turkey	GPE	384
turkish	NORP	381
ukraine	GPE	384
turkey	GPE	384
turkey	GPE	384
weeks	DATE	391
week	DATE	391
turkish	NORP	381
american	NORP	381
turkish	NORP	381
american	NORP	381
turkish	NORP	381
american	NORP	381
ankara	GPE	384
ukraine	GPE	384
week	DATE	391
ukraine	GPE	384
week	DATE	391
turkish	NORP	381
turkey	GPE	384
western	NORP	381
west	LOC	385
ukraine	GPE	384
russia	GPE	384
turkish	NORP	381
american	NORP	381
nato	ORG	383
syria	GPE	384
week	DATE	391
ukraine	GPE	384
russia	GPE	384
georgia	GPE	384
ukraine	GPE	384
ukrainian	NORP	381
russian	NORP	381
jihadists	NORP	381
france	GPE	384
turkey	GPE	384
russian	NORP	381
turkey	GPE	384
russian	NORP	381
syria	GPE	384
turkey	GPE	384
week	DATE	391
turkey	GPE	384
nato	ORG	383
week	DATE	391
ukrainian	NORP	381
week	DATE	391
odessa	PERSON	380
mikheil saaka	PERSON	380
ukraine	GPE	384
ukraine	GPE	384
cia	ORG	383
turkey	GPE	384
russian	LANGUAGE	389
cia	ORG	383
turkey	GPE	384
russian	LANGUAGE	389
ukrainian	NORP	381
russian	NORP	381
turkish	LANGUAGE	389
erdogan	PERSON	380
erdogan	PERSON	380
american	NORP	381
turkey	GPE	384
russian	LANGUAGE	389
ukrainian	NORP	381
erdogan	PERSON	380
cia	ORG	383
turkey	GPE	384
russian	LANGUAGE	389
pentagon	ORG	383
russian	LANGUAGE	389
ukraine	GPE	384
nazis	NORP	381
syrian	NORP	381
syrian	NORP	381
turkey	GPE	384
russian	LANGUAGE	389
turkey	GPE	384
russian	LANGUAGE	389
cia	ORG	383
french	NORP	381
turkish	NORP	381
russia	GPE	384
usa	ORG	383
turkey	GPE	384
week	DATE	391
erdogan	PERSON	380
erdogan	PERSON	380
russia	GPE	384
turkey	GPE	384
russia	GPE	384
turkey	GPE	384
washington	GPE	384
brussels	GPE	384
eu	ORG	383
ukraine	GPE	384
eu	ORG	383
ukraine	GPE	384
eu	ORG	383
ukraine	GPE	384
ukrainian	NORP	381
ukraine	GPE	384
weapons week	DATE	391
nazis	NORP	381
nazis	NORP	381
borde	GPE	384
paris	GPE	384
american european	NORP	381
west...	GPE	384
week	DATE	391
cyberberkut ukraine	ORG	383
s	ORG	383
week	DATE	391
cyberberkut ukraine	ORG	383
s	ORG	383
week	DATE	391
cyberberkut ukraine	ORG	383
s	ORG	383
usa	ORG	383
usa	ORG	383
russia	GPE	384
arseniy yatsenyuk	ORG	383
russia	GPE	384
russian	NORP	381
ukraine	GPE	384
russian	NORP	381
uk	GPE	384
ukraine	GPE	384
ukraine	GPE	384
ukraine	GPE	384
latin america	LOC	385
[zelenskyy missed chance	PERSON	380
ukrainian	NORP	381
ukrainian	NORP	381
ukrainian	NORP	381
tel aviv	GPE	384
bulgarias	PERSON	380
rosen plevneliev	PERSON	380
russian	NORP	381
paris	GPE	384
october	DATE	391
syria	GPE	384
russian	NORP	381
american senate	ORG	383
europe	LOC	385
ukrainian	NORP	381
georgian	NORP	381
odessa reg	PERSON	380
austria slovenia	GPE	384
serbia	GPE	384
austria slovenia	GPE	384
serbia	GPE	384
austria slovenia	GPE	384
serbia	GPE	384
americans	NORP	381
assad enem	PERSON	380
assad enemy france isil	ORG	383
assad enem	PERSON	380
ukrainian	NORP	381
ukrainia	GPE	384
heavenly vi	PERSON	380
eu	ORG	383
russia	GPE	384
paris	GPE	384
french	NORP	381
syria	GPE	384
french	NORP	381
russia	GPE	384
ukraine	GPE	384
ukraine	GPE	384
ukrainian	NORP	381
americans	NORP	381
ukraine	GPE	384
americans	NORP	381
eritrea	GPE	384
putin	PERSON	380
russian	NORP	381
russian	NORP	381
ukrainian	NORP	381
civili	GPE	384
litvinenko	PERSON	380
uk	GPE	384
litvinenko	PERSON	380
uk	GPE	384
germany	GPE	384
eu	ORG	383
george soros	PERSON	380
russian	NORP	381
qatar	GPE	384
american	NORP	381
ukraine	GPE	384
latvia	GPE	384
world war ii	EVENT	387
latvia	GPE	384
world war ii	EVENT	387
week	DATE	391
weeks	DATE	391
western politician army	ORG	383
estonian	NORP	381
ukrainian	NORP	381
russia	GPE	384
russian	NORP	381
syria	GPE	384
ukrainian	NORP	381
army coun	PERSON	380
week	DATE	391
americans	NORP	381
canadian	NORP	381
ukrainian	NORP	381
french	NORP	381
aware definitive settlem	PERSON	380
ukrainian	NORP	381
west...	GPE	384
apache	PRODUCT	386
ukraine armed isil	ORG	383
american	NORP	381
radical islamizaiton	ORG	383
ukraine	GPE	384
david cameron	PERSON	380
putin	PERSON	380
serbia	GPE	384
european	NORP	381
zvezda falsely	PERSON	380
osce	PERSON	380
nato	ORG	383
russia black sea region n	GPE	384
estonia racist country people discriminat...	WORK_OF_ART	388
estonia racist country people discriminat...	WORK_OF_ART	388
ukrainian	NORP	381
georgians	NORP	381
david cameron	PERSON	380
putin	PERSON	380
ukrainian	NORP	381
yemen	GPE	384
russia	GPE	384
cia	ORG	383
norway	GPE	384
russia	GPE	384
norway	GPE	384
estonia	GPE	384
odessa	PERSON	380
ukraine	GPE	384
marijuana	GPE	384
cit	ORG	383
ukraine	GPE	384
marijuana	GPE	384
cit	ORG	383
dutch	NORP	381
antirussian	NORP	381
nato	ORG	383
[jimmy carter	PERSON	380
usa	PERSON	380
russia	GPE	384
russia	GPE	384
nato	ORG	383
european commission	ORG	383
european union	ORG	383
antirussian	NORP	381
russia	GPE	384
ukraine	GPE	384
ukraine	GPE	384
nato	ORG	383
mig	PERSON	380
ukrainian	NORP	381
americans	NORP	381
british	NORP	381
british	NORP	381
british	NORP	381
british	NORP	381
nato puppet	ORG	383
poland	GPE	384
poland	GPE	384
baltic	NORP	381
ussr	GPE	384
romania	GPE	384
nato	ORG	383
hitler	PERSON	380
ukrainian	NORP	381
ukraine	GPE	384
intelligence committee	ORG	383
russia	GPE	384
aegis mediumrange landbas	PERSON	380
ukrainian	NORP	381
eu	ORG	383
jit mh	PERSON	380
europe	LOC	385
europe	LOC	385
ukraine	GPE	384
ukraine	GPE	384
ukraine	GPE	384
ukraine	GPE	384
ukraine	GPE	384
normandy	PERSON	380
russian	NORP	381
mh d...	PERSON	380
european	NORP	381
ukrainian	NORP	381
nato	ORG	383
lesbian	NORP	381
norway	GPE	384
antirussian	NORP	381
inf	PERSON	380
hong kong	GPE	384
joe biden	PERSON	380
robert mueller	PERSON	380
robert mueller	PERSON	380
russia	GPE	384
russia	GPE	384
russia	GPE	384
ukraine	GPE	384
ukraine	GPE	384
ukraine	GPE	384
antirussian	NORP	381
antieuropean	NORP	381
russia	GPE	384
antirussian	NORP	381
syria	GPE	384
ukrainians russian	NORP	381
ukraine	GPE	384
russia	GPE	384
ukraine	GPE	384
baltic	NORP	381
russop	PERSON	380
ukraine	GPE	384
eu	ORG	383
latvian	NORP	381
ukrainian	NORP	381
mh russia	PERSON	380
fau	PERSON	380
mh russia	PERSON	380
fau	PERSON	380
mh russia	PERSON	380
fau	PERSON	380
donbas	PERSON	380
poland	GPE	384
europe	LOC	385
poland	GPE	384
russian	NORP	381
bolivia mexico	GPE	384
russia	GPE	384
russian	NORP	381
russian	NORP	381
ukraine	GPE	384
ukrainian	NORP	381
ukraine	GPE	384
russian	NORP	381
referendum donba	PERSON	380
ukraine	GPE	384
russia	GPE	384
european	NORP	381
serbia	GPE	384
west s	GPE	384
russian	NORP	381
ukraine	GPE	384
ukraine	GPE	384
civil war east	EVENT	387
russia	GPE	384
syria	GPE	384
years	DATE	391
russogeorgian war war independence	EVENT	387
russia	GPE	384
russia	GPE	384
nato	ORG	383
german	NORP	381
jewish	NORP	381
german	NORP	381
jewish	NORP	381
european	NORP	381
reich gath	PERSON	380
ukraine	GPE	384
eu nato w	ORG	383
mexico annex rich	ORG	383
west hong kong	GPE	384
russia	GPE	384
russian	NORP	381
america	GPE	384
hong kong	GPE	384
millions rea	MONEY	394
russia	GPE	384
ukraine	GPE	384
ukraine	GPE	384
american	NORP	381
baltic	NORP	381
ussr	GPE	384
reuni	PERSON	380
nato	ORG	383
russia nato	ORG	383
russia	GPE	384
nato	ORG	383
controls moldova moldova controls	ORG	383
controls moldova moldova controls	ORG	383
russia	GPE	384
ukrainians	NORP	381
europe	LOC	385
thunberg prophet	PERSON	380
ukraine	GPE	384
belarusian	NORP	381
west disrupt	LOC	385
dalia grybauskaite kgb	WORK_OF_ART	388
eu	ORG	383
poland	GPE	384
swedish	NORP	381
nato	ORG	383
russian	NORP	381
estonia	GPE	384
eu	ORG	383
russia	GPE	384
european	NORP	381
eu	ORG	383
baltic	NORP	381
pentagon	ORG	383
russian	LANGUAGE	389
ukrainian	NORP	381
polish	NORP	381
ne	PERSON	380
ukrainian	NORP	381
polish	NORP	381
ne	PERSON	380
ukrainian	NORP	381
polish	NORP	381
ne	PERSON	380
ukrainian	NORP	381
polish	NORP	381
ne	PERSON	380
ukrainian	NORP	381
polish	NORP	381
ne	PERSON	380
ukrainian	NORP	381
polish	NORP	381
ne	PERSON	380
ukraine	GPE	384
land commodity	ORG	383
exchang	PERSON	380
syria	GPE	384
hitler	PERSON	380
european	NORP	381
history mol	PERSON	380
european	NORP	381
history mol	PERSON	380
afghanistan	GPE	384
